# E(eV)          SpinUpDos SpinDownDos
35.160577886798527913  0.000000000000000000 0.000000000000000000
35.170577886715477689  0.000000000000000000 0.000000000000000000
35.180577886632427465  0.000000000000000000 0.000000000000000000
35.190577886549377240  0.000000000000000000 0.000000000000000000
35.200577886466327016  0.000000000000000000 0.000000000000000000
35.210577886383283897  0.000000000000000000 0.000000000000000000
35.220577886300233672  0.000000000000000000 0.000000000000000000
35.230577886217183448  0.000000000000000000 0.000000000000000000
35.240577886134133223  0.000000000000000000 0.000000000000000000
35.250577886051082999  0.000000000000000000 0.000000000000000000
35.260577885968032774  0.000000000000000000 0.000000000000000000
35.270577885884989655  0.000000000000000000 0.000000000000000000
35.280577885801939431  0.000000000000000000 0.000000000000000000
35.290577885718889206  0.000000000000000000 0.000000000000000000
35.300577885635838982  0.000000000000000000 0.000000000000000000
35.310577885552788757  0.000000000000000000 0.000000000000000000
35.320577885469745638  0.000000000000000000 0.000000000000000000
35.330577885386695414  0.000000000000000000 0.000000000000000000
35.340577885303645189  0.000000000000000000 0.000000000000000000
35.350577885220594965  0.000000000000000000 0.000000000000000000
35.360577885137544740  0.000000000000000000 0.000000000000000000
35.370577885054494516  0.000000000000000000 0.000000000000000000
35.380577884971451397  0.000000000000000000 0.000000000000000000
35.390577884888401172  0.000000000000000000 0.000000000000000000
35.400577884805350948  0.000000000000000000 0.000000000000000000
35.410577884722300723  0.000000000000000000 0.000000000000000000
35.420577884639250499  0.000000000000000000 0.000000000000000000
35.430577884556207380  0.000000000000000000 0.000000000000000000
35.440577884473157155  0.000000000000000000 0.000000000000000000
35.450577884390106931  0.000000000000000000 0.000000000000000000
35.460577884307056706  0.000000000000000000 0.000000000000000000
35.470577884224006482  0.000000000000000000 0.000000000000000000
35.480577884140956257  0.000000000000000000 0.000000000000000000
35.490577884057913138  0.000000000000000000 0.000000000000000000
35.500577883974862914  0.000000000000000000 0.000000000000000000
35.510577883891812689  0.000000000000000000 0.000000000000000000
35.520577883808762465  0.000000000000000000 0.000000000000000000
35.530577883725712240  0.000000000000000000 0.000000000000000000
35.540577883642669121  0.000000000000000000 0.000000000000000000
35.550577883559618897  0.000000000000000000 0.000000000000000000
35.560577883476568672  0.000000000000000000 0.000000000000000000
35.570577883393518448  0.000000000000000000 0.000000000000000000
35.580577883310468223  0.000000000000000000 0.000000000000000000
35.590577883227417999  0.000000000000000000 0.000000000000000000
35.600577883144374880  0.000000000000000000 0.000000000000000000
35.610577883061324656  0.000000000000000000 0.000000000000000000
35.620577882978274431  0.000000000000000000 0.000000000000000000
35.630577882895224207  0.000000000000000000 0.000000000000000000
35.640577882812173982  0.000000000000000000 0.000000000000000000
35.650577882729130863  0.000000000000000000 0.000000000000000000
35.660577882646080639  0.000000000000000000 0.000000000000000000
35.670577882563030414  0.000000000000000000 0.000000000000000000
35.680577882479980190  0.000000000000000000 0.000000000000000000
35.690577882396929965  0.000000000000000000 0.000000000000000000
35.700577882313879741  0.000000000000000000 0.000000000000000000
35.710577882230836622  0.000000000000000000 0.000000000000000000
35.720577882147786397  0.000000000000000000 0.000000000000000000
35.730577882064736173  0.000000000000000000 0.000000000000000000
35.740577881981685948  0.000000000000000000 0.000000000000000000
35.750577881898635724  0.000000000000000000 0.000000000000000000
35.760577881815585499  0.000000000000000000 0.000000000000000000
35.770577881732542380  0.000000000000000000 0.000000000000000000
35.780577881649492156  0.000000000000000000 0.000000000000000000
35.790577881566441931  0.000000000000000000 0.000000000000000000
35.800577881483391707  0.000000000000000000 0.000000000000000000
35.810577881400341482  0.000000000000000000 0.000000000000000000
35.820577881317298363  0.000000000000000000 0.000000000000000000
35.830577881234248139  0.000000000000000000 0.000000000000000000
35.840577881151197914  0.000000000000000000 0.000000000000000000
35.850577881068147690  0.000000000000000000 0.000000000000000000
35.860577880985097465  0.000000000000000000 0.000000000000000000
35.870577880902047241  0.000000000000000000 0.000000000000000000
35.880577880819004122  0.000000000000000000 0.000000000000000000
35.890577880735953897  0.000000000000000000 0.000000000000000000
35.900577880652903673  0.000000000000000000 0.000000000000000000
35.910577880569853448  0.000000000000000000 0.000000000000000000
35.920577880486803224  0.000000000000000000 0.000000000000000000
35.930577880403760105  0.000000000000000000 0.000000000000000000
35.940577880320709880  0.000000000000000000 0.000000000000000000
35.950577880237659656  0.000000000000000000 0.000000000000000000
35.960577880154609431  0.000000000000000000 0.000000000000000000
35.970577880071559207  0.000000000000000000 0.000000000000000000
35.980577879988508982  0.000000000000000000 0.000000000000000000
35.990577879905465863  0.000000000000000000 0.000000000000000000
36.000577879822415639  0.000000000000000000 0.000000000000000000
36.010577879739365414  0.000000000000000000 0.000000000000000000
36.020577879656315190  0.000000000000000000 0.000000000000000000
36.030577879573264966  0.000000000000000000 0.000000000000000000
36.040577879490221846  0.000000000000000000 0.000000000000000000
36.050577879407171622  0.000000000000000000 0.000000000000000000
36.060577879324121398  0.000000000000000000 0.000000000000000000
36.070577879241071173  0.000000000000000000 0.000000000000000000
36.080577879158020949  0.000000000000000000 0.000000000000000000
36.090577879074970724  0.000000000000000000 0.000000000000000000
36.100577878991927605  0.000000000000000000 0.000000000000000000
36.110577878908877381  0.000000000000000000 0.000000000000000000
36.120577878825827156  0.000000000000000000 0.000000000000000000
36.130577878742776932  0.000000000000000000 0.000000000000000000
36.140577878659726707  0.000000000000000000 0.000000000000000000
36.150577878576683588  0.000000000000000000 0.000000000000000000
36.160577878493633364  0.000000000000000000 0.000000000000000000
36.170577878410583139  0.000000000000000000 0.000000000000000000
36.180577878327532915  0.000000000000000000 0.000000000000000000
36.190577878244482690  0.000000000000000000 0.000000000000000000
36.200577878161432466  0.000000000000000000 0.000000000000000000
36.210577878078389347  0.000000000000000000 0.000000000000000000
36.220577877995339122  0.000000000000000000 0.000000000000000000
36.230577877912288898  0.000000000000000000 0.000000000000000000
36.240577877829238673  0.000000000000000000 0.000000000000000000
36.250577877746188449  0.000000000000000000 0.000000000000000000
36.260577877663145330  0.000000000000000000 0.000000000000000000
36.270577877580095105  0.000000000000000000 0.000000000000000000
36.280577877497044881  0.000000000000000000 0.000000000000000000
36.290577877413994656  0.000000000000000000 0.000000000000000000
36.300577877330944432  0.000000000000000000 0.000000000000000000
36.310577877247894207  0.000000000000000000 0.000000000000000000
36.320577877164851088  0.000000000000000000 0.000000000000000000
36.330577877081800864  0.000000000000000000 0.000000000000000000
36.340577876998750639  0.000000000000000000 0.000000000000000000
36.350577876915700415  0.000000000000000000 0.000000000000000000
36.360577876832650190  0.000000000000000000 0.000000000000000000
36.370577876749599966  0.000000000000000000 0.000000000000000000
36.380577876666556847  0.000000000000000000 0.000000000000000000
36.390577876583506622  0.000000000000000000 0.000000000000000000
36.400577876500456398  0.000000000000000000 0.000000000000000000
36.410577876417406173  0.000000000000000000 0.000000000000000000
36.420577876334355949  0.000000000000000000 0.000000000000000000
36.430577876251312830  0.000000000000000000 0.000000000000000000
36.440577876168262605  0.000000000000000000 0.000000000000000000
36.450577876085212381  0.000000000000000000 0.000000000000000000
36.460577876002162157  0.000000000000000000 0.000000000000000000
36.470577875919111932  0.000000000000000000 0.000000000000000000
36.480577875836061708  0.000000000000000000 0.000000000000000000
36.490577875753018589  0.000000000000000000 0.000000000000000000
36.500577875669968364  0.000000000000000000 0.000000000000000000
36.510577875586918140  0.000000000000000000 0.000000000000000000
36.520577875503867915  0.000000000000000000 0.000000000000000000
36.530577875420817691  0.000000000000000000 0.000000000000000000
36.540577875337774572  0.000000000000000000 0.000000000000000000
36.550577875254724347  0.000000000000000000 0.000000000000000000
36.560577875171674123  0.000000000000000000 0.000000000000000000
36.570577875088623898  0.000000000000000000 0.000000000000000000
36.580577875005573674  0.000000000000000000 0.000000000000000000
36.590577874922523449  0.000000000000000000 0.000000000000000000
36.600577874839480330  0.000000000000000000 0.000000000000000000
36.610577874756430106  0.000000000000000000 0.000000000000000000
36.620577874673379881  0.000000000000000000 0.000000000000000000
36.630577874590329657  0.000000000000000000 0.000000000000000000
36.640577874507279432  0.000000000000000000 0.000000000000000000
36.650577874424236313  0.000000000000000000 0.000000000000000000
36.660577874341186089  0.000000000000000000 0.000000000000000000
36.670577874258135864  0.000000000000000000 0.000000000000000000
36.680577874175085640  0.000000000000000000 0.000000000000000000
36.690577874092035415  0.000000000000000000 0.000000000000000000
36.700577874008985191  0.000000000000000000 0.000000000000000000
36.710577873925913650  0.000000000000000000 0.000000000000000000
36.720577873842863426  0.000000000000000000 0.000000000000000000
36.730577873759820307  0.000000000000000000 0.000000000000000000
36.740577873676770082  0.000000000000000000 0.000000000000000000
36.750577873593719858  0.000000000000000000 0.000000000000000000
36.760577873510669633  0.000000000000000000 0.000000000000000000
36.770577873427619409  0.000000000000000000 0.000000000000000000
36.780577873344569184  0.000000000000000000 0.000000000000000000
36.790577873261526065  0.000000000000000000 0.000000000000000000
36.800577873178475841  0.000000000000000000 0.000000000000000000
36.810577873095425616  0.000000000000000000 0.000000000000000000
36.820577873012375392  0.000000000000000000 0.000000000000000000
36.830577872929325167  0.000000000000000000 0.000000000000000000
36.840577872846282048  0.000000000000000000 0.000000000000000000
36.850577872763231824  0.000000000000000000 0.000000000000000000
36.860577872680181599  0.000000000000000000 0.000000000000000000
36.870577872597131375  0.000000000000000000 0.000000000000000000
36.880577872514081150  0.000000000000000000 0.000000000000000000
36.890577872431030926  0.000000000000000000 0.000000000000000000
36.900577872347987807  0.000000000000000000 0.000000000000000000
36.910577872264937582  0.000000000000000000 0.000000000000000000
